,Track Name,Artist,Streams,Genre
1169,Demons and Angels (feat. Juice WRLD),A Boogie Wit da Hoodie,10595450,"['trap', 'melodic rap', 'rap', 'pop rap']"
1170,Demonz (feat. Brent Faiyaz) - Interlude,Juice WRLD,1046168,"['melodic rap', 'chicago rap']"
1171,Depression & Obsession,XXXTENTACION,20119642,"['miami hip hop', 'emo rap']"
1172,Der Bratan bleibt der gleiche,Capital Bra,7142650,['german hip hop']
1173,Derdim Olsun,Reynmen,3297760,"['turkish hip hop', 'turkish trap pop']"
1174,Desce Pro Play (PA PA PA),Mc Zaac,44814958,"['funk carioca', 'funk pop']"
1175,Descending,TOOL,853394,"['progressive rock', 'rock', 'alternative rock', 'art rock', 'alternative metal', 'progressive metal', 'nu metal']"
1176,Desconocidos,Mau y Ricky,320639348,"['pop venezolano', 'latin pop', 'trap latino', 'reggaeton', 'latin']"
1177,Desde Esa Noche (feat. Maluma),Thalia,396612,"['dance pop', 'latin pop', 'mexican pop', 'latin']"
1178,Deserve You,Justin Bieber,16486296,"['post-teen pop', 'canadian pop', 'pop']"
1179,Designer,Lil Pump,6492766,"['vapor trap', 'miami hip hop', 'social media pop', 'emo rap', 'rap', 'trap']"
1180,Desire,Juice WRLD,830791,"['melodic rap', 'chicago rap']"
1181,Desires (with Future),Drake,9291788,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1182,Despacito (Featuring Daddy Yankee),Luis Fonsi,791059116,"['puerto rican pop', 'latin pop', 'latin']"
1183,Despacito - Remix,Luis Fonsi,1038185692,"['puerto rican pop', 'latin pop', 'latin']"
1184,Despeinada,Ozuna,198779079,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
1185,Deu Onda,MC G15,11692125,"['funk carioca', 'funk ostentacao', 'funk paulista']"
1186,Deux frères,PNL,3375797,"['pop urbaine', 'french hip hop']"
1187,Devam (feat. Luciano & Ezhel),Gentleman,712081,"['german hip hop', 'reggae fusion', 'cologne hip hop', 'german reggae']"
1188,Deve ser horrível dormir sem mim,Manu Gavassi,1259796,"['pop', 'pop nacional', 'funk carioca', 'post-teen pop', 'nova mpb']"
1189,Devil Eyes,Hippie Sabotage,15369556,"['edm', 'electronic trap']"
1190,Devuelveme,Ozuna,579860,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
1191,Diamond Heart,Alan Walker,36894557,"['electro house', 'pop dance']"
1192,Diamonds,Sam Smith,121541462,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
1193,Diamonds (feat. Capital Bra),Summer Cem,10008216,['german hip hop']
1194,Diamonds (with Normani),Megan Thee Stallion,2878811,"['trap queen', 'pop rap', 'houston rap', 'pop']"
1195,Diamonds Dancing (feat. Travis Scott),Young Stoner Life,7515766,"['trap', 'rap', 'hip hop']"
1196,Diana (feat. King Combs),Pop Smoke,1851645,['brooklyn drill']
1197,Dick (feat. Doja Cat),StarBoi3,26075991,"['alt z', 'escape room', 'trap queen', 'alternative r&b', 'pop', 'dance pop', 'electropop', 'r&b', 'post-teen pop', 'pop rap']"
1198,Did It Again,Lil Tecca,74867500,"['trap', 'melodic rap', 'rap']"
1199,Did You See,J Hus,862954,"['uk hip hop', 'grime', 'afroswing']"
1200,Didn't I,OneRepublic,850412,"['piano rock', 'pop', 'dance pop', 'post-teen pop', 'pop rock']"
1201,Die For Me (feat. Future & Halsey),Post Malone,75936228,"['dfw rap', 'melodic rap', 'rap']"
1202,Die For You,The Weeknd,11330814,"['canadian pop', 'canadian contemporary r&b', 'pop']"
1203,Die For You (feat. Dominic Fike),Justin Bieber,13437909,"['post-teen pop', 'canadian pop', 'pop']"
1204,Different (feat. Yung Bans),Future,847580,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
1205,Dig Down,Muse,666650,"['permanent wave', 'modern rock', 'rock']"
1206,Dile Que Tu Me Quieres,Ozuna,64722691,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
1207,Dile la Verdad,The Rudeboyz,18517695,"['reggaeton flow', 'trap brasileiro']"
1208,Dime Cómo Quieres,Christian Nodal,11027241,"['regional mexican', 'ranchera', 'nuevo regional mexicano', 'mariachi']"
1209,Dime Si Te Acuerdas,Bad Bunny,4311972,"['trap latino', 'reggaeton', 'latin']"
1210,Din Din Din (Participação especial de MC Pupio e MC Doguinha),LUDMILLA,556160,"['funk carioca', 'pagode baiano', 'pop nacional', 'funk pop']"
1211,Dinero,Jennifer Lopez,614841,"['pop', 'dance pop', 'urban contemporary', 'post-teen pop', 'pop rap']"
1212,Dinero,Trinidad Cardona,23853954,"['alternative r&b', 'pop', 'pop r&b', 'dance pop', 'r&b', 'rap', 'urban contemporary', 'trap soul', 'pop rap', 'chill r&b']"
1213,Dionysus,BTS,15134946,"['k-pop', 'k-pop boy group']"
1214,Dior,Pop Smoke,374406883,['brooklyn drill']
1215,Diosa,Myke Towers,162624621,['trap latino']
1216,Dip (feat. Nicki Minaj),Tyga,12209615,"['southern hip hop', 'hip hop', 'dance pop', 'rap', 'trap', 'pop rap']"
1217,Diplomatic Immunity,Drake,34004106,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1218,Dirty Sexy Money (feat. Charli XCX & French Montana),David Guetta,58569286,"['pop dance', 'pop', 'dance pop', 'big room', 'edm']"
1219,Dis-ease,BTS,22042721,"['k-pop', 'k-pop boy group']"
1220,Disco Arranhado - Funk Remix,Malu,48486699,"['spanish pop', 'latin arena pop', 'latin pop', 'pop flamenco', 'spanish pop rock']"
1221,Disco Tits,Tove Lo,749205,"['swedish pop', 'metropopolis', 'electropop', 'swedish synthpop', 'pop', 'dance pop', 'swedish electropop', 'post-teen pop', 'pop rap']"
1222,Disrespectful,21 Savage,3574777,"['trap', 'rap', 'atl hip hop', 'hip hop']"
1223,Distant,Maes,900433,"['rap francais', 'pop urbaine', 'french hip hop', 'francoton']"
1224,Distorted Records,A$AP Rocky,2338331,"['trap', 'rap', 'east coast hip hop', 'hip hop']"
1225,Disturbia,Rihanna,2716273,"['barbadian pop', 'pop', 'dance pop', 'urban contemporary', 'post-teen pop']"
1226,Dive,Ed Sheeran,132296837,"['pop', 'uk pop']"
1227,Dive,Kid Cudi,5592420,"['ohio hip hop', 'rap', 'pop rap', 'hip hop']"
1228,Djadja (feat. Maluma) - Remix,Aya Nakamura,181564959,"['francoton', 'basshall']"
1229,Djomb - Bien ou quoi,Bosh,14070853,"['rap francais', 'pop urbaine', 'french hip hop', 'francoton']"
1230,Do I Wanna Know?,Arctic Monkeys,124145243,"['rock', 'garage rock', 'permanent wave', 'modern rock', 'sheffield indie']"
1231,Do Not Disturb,Drake,26600274,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1232,Do Right,Glades,3669956,"['indie poptimism', 'metropopolis', 'alt z', 'electropop', 'indie electropop', 'vapor soul']"
1233,Do The Most,Tory Lanez,1357889,"['canadian hip hop', 'r&b', 'melodic rap', 'rap', 'canadian trap', 'toronto rap', 'trap', 'pop rap']"
1234,Do They Know It's Christmas? - 1984 Version,Band Aid,228369697,['musical advocacy']
1235,Do They Know It's Christmas? - 2014,Band Aid 30,1019409,['musical advocacy']
1236,Do You Hear What I Hear?,Bing Crosby,11101107,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
1237,Do You Hear What I Hear? - Remastered 2006,Bing Crosby,6589499,"['adult standards', 'easy listening', 'swing', 'vocal jazz', 'lounge']"
1238,Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,16337902,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
1239,Do You Remember,Chance the Rapper,3997046,"['conscious hip hop', 'chicago rap', 'hip hop', 'rap', 'pop rap']"
1240,Doch in der Nacht,Apache 207,2295384,['german hip hop']
1241,Doin' Time,Lana Del Rey,20938432,"['pop', 'art pop']"
1242,Dolly (with Lil Uzi Vert),Lil Tecca,3045454,"['trap', 'melodic rap', 'rap']"
1243,Dominick the Donkey (The Italian Christmas Donkey) [with Joe Reisman's Orchestra and Chorus],Lou Monte,667717,['novelty']
1244,Don Don,Daddy Yankee,58221825,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
1245,Don't,Bryson Tiller,687523,"['pop', 'kentucky hip hop', 'r&b', 'rap', 'trap', 'pop rap']"
1246,Don't,Ed Sheeran,4738492,"['pop', 'uk pop']"
1247,Don't Call Me Up,Mabel,426511177,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop', 'edm']"
1248,Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,49981364,"['pop', 'dance pop', 'r&b', 'rap', 'pop rap']"
1249,Don't Come Out The House (with 21 Savage),Metro Boomin,27316677,"['southern hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
1250,Don't Cry (feat. XXXTENTACION),Lil Wayne,38819005,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
1251,Don't Die,Killer Mike,820955,"['southern hip hop', 'conscious hip hop', 'escape room', 'dirty south rap', 'atl hip hop', 'political hip hop', 'alternative hip hop']"
1252,Don't Do Me Like That,Tom Petty and the Heartbreakers,524976,"['heartland rock', 'rock', 'folk rock', 'pop rock', 'soft rock', 'hard rock', 'roots rock', 'classic rock', 'mellow gold', 'album rock']"
1253,Don't Don't Do It!,N.E.R.D,694960,"['hip hop', 'virginia hip hop']"
1254,Don't Get Too High,Bryson Tiller,1686719,"['pop', 'kentucky hip hop', 'r&b', 'rap', 'trap', 'pop rap']"
1255,"Don't Give Up On Me - (From ""Five Feet Apart"")",Andy Grammer,1223556,"['neo mellow', 'pop', 'modern rock', 'dance pop', 'post-teen pop', 'pop rock']"
1256,Don't Hurt Yourself (feat. Jack White),Beyoncé,2893085,"['post-teen pop', 'r&b', 'pop', 'dance pop']"
1257,Don't Judge Me (feat. Future & Swae Lee),Ty Dolla $ign,572137,"['southern hip hop', 'hip hop', 'pop', 'r&b', 'trap soul', 'trap', 'pop rap']"
1258,Don't Kill My Vibe,Sigrid,469398,"['norwegian pop', 'dance pop', 'pop']"
1259,Don't Know What To Do,BLACKPINK,12802419,"['k-pop girl group', 'k-pop']"
1260,Don't Leave,Snakehips,108999806,"['indie poptimism', 'pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
1261,Don't Leave Me,BTS,585978,"['k-pop', 'k-pop boy group']"
1262,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,105427447,"['pop dance', 'pop', 'dance pop', 'big room', 'edm']"
1263,Don't Let Me Down (feat. Daya),The Chainsmokers,228536586,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
1264,Don't Look Back in Anger - Remastered,Oasis,440604,"['rock', 'britpop', 'permanent wave', 'madchester', 'beatlesque']"
1265,Don't Play,Anne-Marie,4462683,"['pop dance', 'pop', 'dance pop', 'tropical house', 'uk pop', 'post-teen pop']"
1266,Don't Pretend (feat. SAFE),Khalid,13589374,['pop']
1267,Don't Quit (feat. Travis Scott & Jeremih),DJ Khaled,11425535,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
1268,Don't Rush (feat. Headie One),Young T & Bugsey,1898528,"[""that one doesn't seem to be on any of these maps yet."", 'Sorry']"
1269,Don't Say,The Chainsmokers,5813252,"['pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
1270,Don't Say You Love Me,Fifth Harmony,528382,"['girl group', 'pop', 'dance pop', 'talent show', 'post-teen pop']"
1271,"Don't Shoot (feat. Rick Ross, 2 Chainz, Diddy, Fabolous, Wale, DJ Khaled, Swizz Beatz, Yo Gotti, Currensy, Problem, King Pharaoh & TGT)",The Game,1794828,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
1272,Don't Start Now,Dua Lipa,1459244507,"['pop', 'dance pop', 'uk pop']"
1273,Don't Stay,Linkin Park,611818,"['alternative metal', 'rap metal', 'post-grunge', 'nu metal']"
1274,Don't Stop Believin',Journey,76439182,"['rock', 'hard rock', 'mellow gold', 'classic rock', 'soft rock', 'album rock']"
1275,Don't Stop Me Now - Remastered 2011,Queen,409578970,"['classic rock', 'rock', 'glam rock']"
1276,Don't Throw it Away,Jonas Brothers,862750,"['pop', 'dance pop', 'boy band', 'post-teen pop', 'pop rock']"
1277,Don't Wanna Know,Maroon 5,236455116,"['pop', 'pop rock']"
1278,Don't Worry Bout Me,Zara Larsson,18487210,"['swedish pop', 'pop dance', 'electropop', 'pop', 'dance pop', 'scandipop', 'tropical house', 'swedish electropop', 'post-teen pop', 'edm']"
1279,Donald Trump,Mac Miller,2501982,"['pittsburgh rap', 'rap', 'hip hop']"
1280,Done For Me (feat. Kehlani),Charlie Puth,17574769,"['post-teen pop', 'pop', 'dance pop', 'viral pop']"
1281,Done for Me (feat. Kehlani),Charlie Puth,39929705,"['post-teen pop', 'pop', 'dance pop', 'viral pop']"
1282,Donuts,Gzuz,6446981,"['german hip hop', 'hamburg hip hop', 'deep german hip hop']"
1283,Don’t Blame Me,Taylor Swift,3527790,"['post-teen pop', 'pop']"
1284,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),Ariana Grande,133563043,"['post-teen pop', 'pop', 'dance pop']"
1285,Don’t Matter To Me,Drake,104190662,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1286,Don’t Matter To Me (with Michael Jackson),Drake,107806869,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1287,Don’t Stop (feat. Young Thug),Megan Thee Stallion,1705066,"['trap queen', 'pop rap', 'houston rap', 'pop']"
1288,Don’t You (Taylor’s Version) (From The Vault),Taylor Swift,2452246,"['post-teen pop', 'pop']"
1289,Dope New Gospel (feat. Nivea),Lil Wayne,3287656,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
1290,Dope Niggaz (feat. Snoop Dogg),Lil Wayne,8587983,"['hip hop', 'rap', 'new orleans rap', 'trap', 'pop rap']"
1291,Double Up (feat. Belly and Dom Kennedy),Nipsey Hussle,781007,"['southern hip hop', 'conscious hip hop', 'hip hop', 'rap', 'gangster rap', 'trap', 'pop rap']"
1292,Down,Fifth Harmony,93224413,"['girl group', 'pop', 'dance pop', 'talent show', 'post-teen pop']"
1293,Down,Marian Hill,36850487,['electropop']
1294,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",Dreamville,12526376,"['underground hip hop', 'rap', 'hip hop']"
1295,"Down Like That (feat. Rick Ross, Lil Baby & S-X)",KSI,4705199,['uk hip hop']
1296,"Down for Life (feat. PARTYNEXTDOOR, Future, Travis Scott, Rick Ross & Kodak Black)",DJ Khaled,506247,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
1297,Downtown,Anitta,273943375,"['pagode baiano', 'pop nacional', 'funk carioca', 'funk pop']"
1298,DrIP DrIp Drip (feat. Meek Mill),Tory Lanez,659766,"['canadian hip hop', 'r&b', 'melodic rap', 'rap', 'canadian trap', 'toronto rap', 'trap', 'pop rap']"
1299,Draco,Future,5220769,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
1300,Draft Day,Drake,927811,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1301,Drankin N Smokin,Future,7292247,"['southern hip hop', 'atl hip hop', 'rap', 'trap', 'pop rap']"
1302,Dream,Shawn Mendes,1259100,"['pop', 'dance pop', 'canadian pop', 'viral pop', 'post-teen pop']"
1303,Dream Girl - Remix,Ir Sais,692113,"['ritmo kombina', 'dutch pop', 'dutch rap pop', 'basshall', 'dutch hip hop']"
1304,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,18648089,"['k-pop', 'k-pop boy group']"
1305,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,6111175,"['southern hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
1306,Dreamer,Axwell /\ Ingrosso,58564823,"['pop dance', 'pop', 'dance pop', 'tropical house', 'electro house', 'edm']"
1307,Dreamer,Martin Garrix,875026,"['progressive house', 'pop dance', 'pop', 'tropical house', 'dance pop', 'dutch edm', 'edm']"
1308,Dreams,The Cranberries,989265,"['irish rock', 'pop rock']"
1309,Dreams - 2004 Remaster,Fleetwood Mac,272310711,"['rock', 'mellow gold', 'classic rock', 'soft rock', 'yacht rock', 'album rock']"
1310,Dreams Money Can Buy,Drake,2341585,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1311,Drew Barrymore,Bryce Vine,32677291,"['pop', 'pop rap']"
1312,Drink About,Seeb,18319467,"['swedish pop', 'pop dance', 'pop edm', 'norwegian pop', 'tropical house', 'dance pop', 'pop', 'electro house', 'edm']"
1313,Drip (feat. Migos),Cardi B,30963281,"['rap', 'pop', 'dance pop', 'pop rap']"
1314,Drip Too Hard,Lil Baby,25379940,"['trap', 'atl trap', 'rap', 'atl hip hop']"
1315,Drip Too Hard (Lil Baby & Gunna),Lil Baby,441029078,"['trap', 'atl trap', 'rap', 'atl hip hop']"
1316,Driving Home for Christmas,Chris Rea,70206732,"['art rock', 'blues rock', 'mellow gold', 'classic rock', 'sophisti-pop', 'soft rock']"
1317,Driving Home for Christmas - 2019 Remaster,Chris Rea,108050076,"['art rock', 'blues rock', 'mellow gold', 'classic rock', 'sophisti-pop', 'soft rock']"
1318,Drop (feat. Blac Youngsta & BlocBoy JB),G-Eazy,617486,"['indie pop rap', 'hip hop', 'rap', 'oakland hip hop', 'pop rap']"
1319,Drop Out,Lil Pump,768041,"['vapor trap', 'miami hip hop', 'social media pop', 'emo rap', 'rap', 'trap']"
1320,Drown (feat. Clinton Kane),Martin Garrix,1076384,"['progressive house', 'pop dance', 'pop', 'tropical house', 'dance pop', 'dutch edm', 'edm']"
1321,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,169438052,"['trap', 'melodic rap', 'rap', 'pop rap']"
1322,Drug Addicts,Lil Pump,14679716,"['vapor trap', 'miami hip hop', 'social media pop', 'emo rap', 'rap', 'trap']"
1323,Drugs & The Internet,Lauv,13900116,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
1324,Drunk (feat. 6LACK),ScHoolboy Q,755508,"['southern hip hop', 'hip hop', 'rap', 'gangster rap', 'underground hip hop', 'trap', 'pop rap']"
1325,Drunk-Dazed,ENHYPEN,1447039,['k-pop boy group']
1326,Du bist mein,Zuna,5428702,"['german hip hop', 'albanian hip hop']"
1327,Dubai Shit,Huncho Jack,11565906,"['southern hip hop', 'hip hop', 'melodic rap', 'rap', 'trap', 'pop rap']"
1328,Dumb Blonde (feat. Nicki Minaj),Avril Lavigne,1750446,"['candy pop', 'canadian pop', 'dance pop', 'pop', 'post-teen pop']"
1329,Dura,Daddy Yankee,317586973,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
1330,Dura - Remix,Daddy Yankee,148994437,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
1331,Duro y Suave,Leslie Grace,69316163,"['hollywood', 'latin', 'bachata']"
1332,Dusk Till Dawn - Radio Edit,ZAYN,486959789,"['post-teen pop', 'pop', 'dance pop', 'uk pop']"
1333,Dybala,Maes,866308,"['rap francais', 'pop urbaine', 'french hip hop', 'francoton']"
1334,Dying in LA,Panic! At The Disco,684539,"['modern rock', 'baroque pop', 'emo']"
1335,Dynamite,BTS,811750901,"['k-pop', 'k-pop boy group']"
1336,Dynamite (feat. Pretty Sister),Nause,7378139,"['swedish pop', 'edm', 'pop dance', 'progressive electro house']"
1337,Dynamite - Acoustic Remix,BTS,674276,"['k-pop', 'k-pop boy group']"
1338,Dynamite - EDM Remix,BTS,645112,"['k-pop', 'k-pop boy group']"
1339,Dynamite - Instrumental,BTS,1228322,"['k-pop', 'k-pop boy group']"
1340,DÁKITI,Bad Bunny,877689172,"['trap latino', 'reggaeton', 'latin']"
1341,Dámelo To’ (feat. Myke Towers),Selena Gomez,6426522,"['post-teen pop', 'pop', 'dance pop']"
1342,Déconnecté,PNL,842352,"['pop urbaine', 'french hip hop']"
1343,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,311930882,"['latin pop', 'reggaeton colombiano', 'trap latino', 'colombian pop', 'reggaeton', 'latin']"
1344,Déjate Llevar,Juan Magán,73102673,"['spanish pop', 'dance pop', 'latin pop', 'trap latino', 'electro latino', 'reggaeton', 'latin']"
1345,Déjà Vu,Katy Perry,567465,"['post-teen pop', 'pop', 'dance pop']"
1346,Désolé,MERO,754721,['german hip hop']
1347,E-GIRLS ARE RUINING MY LIFE!,CORPSE,25313794,"['viral rap', 'dream smp']"
1348,E.T.A.,Justin Bieber,4646022,"['post-teen pop', 'canadian pop', 'pop']"
1349,EARFQUAKE,"Tyler, The Creator",192075369,"['rap', 'hip hop']"
1350,EFH,Shindy,1648506,['german hip hop']
1351,EL BAÑO (feat. Bad Bunny),Enrique Iglesias,143945195,"['pop', 'dance pop', 'latin pop', 'mexican pop', 'latin']"
1352,EL MAKINON,KAROL G,101121057,"['trap latino', 'reggaeton', 'reggaeton colombiano', 'latin']"
1353,EL MUNDO ES MÍO,Bad Bunny,12507010,"['trap latino', 'reggaeton', 'latin']"
1354,ELEMENT.,Kendrick Lamar,102510603,"['west coast rap', 'rap', 'conscious hip hop', 'hip hop']"
1355,ELMAS,Luciano,827929,"['german hip hop', 'german drill']"
1356,EN CASITA,Bad Bunny,5309239,"['trap latino', 'reggaeton', 'latin']"
1357,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,18416223,"['southern hip hop', 'miami hip hop', 'hip hop', 'rap', 'trap', 'pop rap']"
1358,Early 20 Rager,Lil Uzi Vert,641980,"['rap', 'trap', 'melodic rap', 'philly rap']"
1359,Earned It (Fifty Shades Of Grey),The Weeknd,6851950,"['canadian pop', 'canadian contemporary r&b', 'pop']"
1360,Earth,Lil Dicky,59874721,"['rap', 'comedy rap', 'pop rap']"
1361,Easier,5 Seconds of Summer,107659347,"['electropop', 'pop', 'dance pop', 'boy band', 'post-teen pop']"
1362,East Atlanta Love Letter (feat. Future),6LACK,1312441,"['hip hop', 'alternative r&b', 'atl hip hop', 'r&b', 'melodic rap', 'rap', 'trap', 'pop rap']"
1363,Eastside (with Halsey & Khalid),benny blanco,966793467,"['electropop', 'pop', 'pop dance', 'pop rap']"
1364,Easy,Camila Cabello,31990248,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
1365,Easy,Troye Sivan,793062,"['electropop', 'pop', 'dance pop', 'viral pop', 'post-teen pop', 'australian pop']"
1366,Easy Love,Lauv,13731979,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
1367,Ecstasy (feat. Machine Gun Kelly),Young Thug,771670,"['hip hop', 'atl hip hop', 'melodic rap', 'rap', 'gangster rap', 'trap', 'atl trap', 'pop rap']"
1368,Eenie Meenie,Sean Kingston,2975684,"['miami hip hop', 'pop', 'dance pop', 'urban contemporary', 'post-teen pop']"
1369,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,23689192,"['southern hip hop', 'hip hop', 'pop', 'r&b', 'trap soul', 'trap', 'pop rap']"
1370,Einsam an der Spitze,Capital Bra,841220,['german hip hop']
1371,Eiskalt,Loredana,9348717,"['frauenrap', 'romanian pop', 'german hip hop', 'kosovan pop']"
1372,Either Way (feat. Joey Bada$$),Snakehips,487463,"['indie poptimism', 'pop dance', 'electropop', 'pop', 'tropical house', 'dance pop', 'edm']"
1373,El Amante,Nicky Jam,267298400,"['latin hip hop', 'trap latino', 'reggaeton', 'latin']"
1374,El Anillo,Jennifer Lopez,570907,"['pop', 'dance pop', 'urban contemporary', 'post-teen pop', 'pop rap']"
1375,El Clavo,Prince Royce,21621107,"['latin hip hop', 'bachata', 'latin pop', 'latin']"
1376,El Efecto,Rauw Alejandro,77724551,"['trap latino', 'puerto rican pop']"
1377,El Efecto - Remix,Rauw Alejandro,42387027,"['trap latino', 'puerto rican pop']"
1378,El Farsante,DJ Jonathan,4049143,['reggaeton flow']
1379,El Farsante,Ozuna,89636833,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
1380,El Farsante - Remix,Ozuna,88599256,"['trap latino', 'puerto rican pop', 'reggaeton', 'latin']"
1381,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,67729637,"['trap latino', 'reggaeton flow', 'perreo', 'reggaeton', 'latin']"
1382,El Manual,Anuel AA,4509152,"['trap boricua', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
1383,El Mismo Aire - con Pablo Alborán,Camilo,71356333,"['colombian pop', 'reggaeton colombiano']"
1384,El Préstamo,Maluma,151171476,"['reggaeton', 'reggaeton colombiano', 'latin']"
1385,El Triste,José José,611197,"['bolero', 'latin pop', 'cancion melodica']"
1386,Ela,Reynmen,11479788,"['turkish hip hop', 'turkish trap pop']"
1387,Ela É do Tipo,MC Kevin o Chris,16061241,"['funk carioca', 'funk 150 bpm']"
1388,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,1457074,"['argentine hip hop', 'trap latino', 'trap argentino', 'pop venezolano']"
1389,"Ele É Ele, Eu Sou Eu",Wesley Safadão,67245174,['forro']
1390,Electric,Katy Perry,984156,"['post-teen pop', 'pop', 'dance pop']"
1391,Electric Love,BØRNS,175933425,"['modern alternative rock', 'modern rock', 'electropop', 'pop']"
1392,Electricity (with Dua Lipa),Silk City,220853050,"['pop dance', 'house', 'dance pop', 'tropical house', 'edm']"
1393,Elegí (feat. Dímelo Flow),Rauw Alejandro,194701172,"['trap latino', 'puerto rican pop']"
1394,Elevate,Drake,51501431,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1395,Elevate & Motivate,Trippie Redd,704795,"['trap', 'melodic rap', 'rap']"
1396,Eleven,Khalid,38647408,['pop']
1397,Eleven (feat. Summer Walker),Khalid,728059,['pop']
1398,Ella No Es Tuya - Remix,Rochy RD,157569614,"['trap latino', 'rap dominicano', 'dominican pop', 'dembow']"
1399,Ella Quiere Beber - Remix,Anuel AA,289697724,"['trap boricua', 'trap latino', 'reggaeton flow', 'reggaeton', 'latin']"
1400,Elle pleut,Nekfeu,798518,"['pop urbaine', 'french hip hop', 'rap conscient']"
1401,Elsie's Baby Boy (flashback),Kid Cudi,2783242,"['ohio hip hop', 'rap', 'pop rap', 'hip hop']"
1402,Em Calls Paul - Skit,Eminem,14360174,"['rap', 'detroit hip hop', 'hip hop']"
1403,Emoji A Chain,Migos,4304652,"['trap', 'rap', 'atl hip hop', 'pop rap']"
1404,Emotionally Scarred,Lil Baby,15435660,"['trap', 'atl trap', 'rap', 'atl hip hop']"
1405,Emotionless,Drake,59085042,"['hip hop', 'canadian pop', 'canadian hip hop', 'rap', 'toronto rap', 'pop rap']"
1406,Emotions,Ufo361,11208239,"['german hip hop', 'german cloud rap']"
1407,Emotions 2.0,Ufo361,5470632,"['german hip hop', 'german cloud rap']"
1408,Empty,Juice WRLD,16961188,"['melodic rap', 'chicago rap']"
1409,Empty Space,James Arthur,14917659,"['post-teen pop', 'pop', 'talent show', 'uk pop']"
1410,Enchule,Rauw Alejandro,27133217,"['trap latino', 'puerto rican pop']"
1411,End Game,Taylor Swift,72290052,"['post-teen pop', 'pop']"
1412,End Of Discussion (feat. Lil Wayne),Rich The Kid,2760069,"['southern hip hop', 'hip hop', 'atl hip hop', 'plugg', 'melodic rap', 'rap', 'trap', 'pop rap']"
1413,Enemies,Lauv,30706431,"['post-teen pop', 'pop', 'dance pop', 'electropop']"
